Instituto Nacional para el Federalismo y el Desarrollo Municipal

Base de datos de Índice de Marginación 2015

estado,municipio,cve_inegi,id_estado,id_municipio,porc_15ymas_analfabeta,porc_15ymas_sinprim,porc_ocu_viv_sindres,porc_ocu_viv_sinel,porc_ocu_viv_sinagua,porc_ocu_viv_hacin,porc_ocu_viv_pisotierra,porc_loc_menor5k,porc_pocu_2sm,indice_marginacion,grado_marginacion,lugar_estatal,lugar_nacional
"Hidalgo","Acaxochitlán","13002","13","2","18.45","33.82","2.25","0.87","15.07","48.70","9.74","100.00","68.21","0.66800","A","9","594"
"Hidalgo","Actopan","13003","13","3","4.61","13.28","2.25","0.90","2.14","26.63","2.49","46.18","49.46","-0.99400","B","63","2042"
"Hidalgo","Agua Blanca de Iturbide","13004","13","4","16.05","30.67","3.06","4.76","3.68","34.19","3.35","100.00","57.12","0.14400","A","24","1040"
"Hidalgo","Ajacuba","13005","13","5","7.26","21.56","3.24","0.43","1.67","24.08","1.63","57.52","42.81","-0.88000","B","58","1963"
"Hidalgo","Alfajayucan","13006","13","6","10.63","26.94","14.71","1.96","3.85","28.44","2.71","100.00","70.36","0.04700","M","30","1130"
"Hidalgo","Almoloya","13007","13","7","7.83","19.24","4.84","1.84","2.06","38.94","2.54","100.00","52.23","-0.32500","M","47","1474"
"Hidalgo","Apan","13008","13","8","5.58","15.57","0.66","1.02","0.86","26.41","0.81","37.41","49.61","-1.03500","B","65","2079"
"Hidalgo","El Arenal","13009","13","9","4.47","13.56","5.30","1.16","5.83","30.73","2.23","100.00","47.59","-0.65000","B","52","1751"
"Hidalgo","Atitalaquia","13010","13","10","3.44","12.46","1.29","0.37","0.41","19.82","1.50","42.71","25.76","-1.45100","MB","80","2315"
"Hidalgo","Atlapexco","13011","13","11","22.36","32.46","3.65","1.20","11.90","37.09","4.28","100.00","71.15","0.48200","A","12","737"
"Hidalgo","Atotonilco el Grande","13012","13","12","8.86","24.45","9.42","2.29","6.83","31.81","2.33","73.05","60.65","-0.22200","M","42","1368"
"Hidalgo","Atotonilco de Tula","13013","13","13","3.42","12.12","1.87","0.45","2.02","23.59","0.32","73.76","27.88","-1.25100","MB","75","2225"
"Hidalgo","Calnali","13014","13","14","19.18","38.86","1.14","2.24","1.88","35.93","7.05","100.00","65.25","0.38900","A","15","812"
"Hidalgo","Cardonal","13015","13","15","13.39","24.47","5.13","1.52","2.53","26.31","5.02","100.00","54.60","-0.23300","M","43","1375"
"Hidalgo","Cuautepec de Hinojosa","13016","13","16","9.80","24.23","8.53","1.03","3.87","36.05","2.25","65.44","56.76","-0.29900","M","46","1445"
"Hidalgo","Chapantongo","13017","13","17","10.83","29.06","20.33","3.74","3.72","29.47","1.96","100.00","74.72","0.27200","A","22","925"
"Hidalgo","Chapulhuacán","13018","13","18","15.75","35.20","1.25","1.92","7.12","37.89","5.64","100.00","63.98","0.28500","A","21","911"
"Hidalgo","Chilcuautla","13019","13","19","8.07","19.29","7.96","1.82","3.81","28.72","5.36","100.00","58.59","-0.29600","M","45","1441"
"Hidalgo","Eloxochitlán","13020","13","20","12.26","30.95","1.80","2.17","4.87","30.46","4.80","100.00","70.50","0.06200","M","29","1120"
"Hidalgo","Emiliano Zapata","13021","13","21","4.17","12.01","0.57","0.20","0.22","26.21","1.28","34.70","38.15","-1.27900","MB","76","2247"
"Hidalgo","Epazoyucan","13022","13","22","4.45","15.45","1.94","0.41","1.90","25.80","1.26","100.00","41.89","-0.88300","B","59","1965"
"Hidalgo","Francisco I. Madero","13023","13","23","5.34","14.99","1.48","0.82","1.25","22.28","1.66","49.81","46.57","-1.06800","B","67","2107"
"Hidalgo","Huasca de Ocampo","13024","13","24","8.62","26.94","13.46","2.50","2.98","28.64","1.30","100.00","52.02","-0.20700","M","40","1353"
"Hidalgo","Huautla","13025","13","25","18.85","34.67","0.91","0.84","29.93","25.56","8.72","100.00","60.88","0.38900","A","14","811"
"Hidalgo","Huazalingo","13026","13","26","22.91","25.80","1.96","1.78","6.05","37.92","12.24","100.00","67.12","0.44700","A","13","762"
"Hidalgo","Huehuetla","13027","13","27","29.33","47.50","5.05","3.50","41.30","44.48","11.22","100.00","64.20","1.48600","MA","1","182"
"Hidalgo","Huejutla de Reyes","13028","13","28","19.26","17.55","3.53","0.93","8.89","35.29","6.99","67.44","62.14","-0.07000","M","36","1228"
"Hidalgo","Huichapan","13029","13","29","6.39","20.05","7.41","1.20","2.43","26.04","1.74","79.55","48.13","-0.66000","B","54","1761"
"Hidalgo","Ixmiquilpan","13030","13","30","7.62","17.22","3.48","0.60","2.71","25.76","3.76","59.69","58.22","-0.69900","B","55","1801"
"Hidalgo","Jacala de Ledezma","13031","13","31","15.68","34.99","4.79","1.61","13.68","26.33","2.83","100.00","59.19","0.11300","A","25","1072"
"Hidalgo","Jaltocán","13032","13","32","26.04","17.65","2.21","1.58","6.42","36.94","4.20","43.28","72.55","0.04400","M","31","1134"
"Hidalgo","Juárez Hidalgo","13033","13","33","15.65","34.88","2.20","1.65","3.84","27.58","2.07","100.00","59.17","-0.02500","M","32","1184"
"Hidalgo","Lolotla","13034","13","34","17.10","31.20","0.82","2.40","20.18","38.68","15.41","100.00","60.22","0.56400","A","11","665"
"Hidalgo","Metepec","13035","13","35","9.37","23.86","4.21","1.14","1.55","35.75","1.40","100.00","57.05","-0.27700","M","44","1421"
"Hidalgo","San Agustín Metzquititlán","13036","13","36","7.71","24.37","2.95","4.11","3.16","30.21","5.20","100.00","73.23","-0.05300","M","35","1212"
"Hidalgo","Metztitlán","13037","13","37","13.40","30.74","8.20","2.76","10.61","30.68","5.77","100.00","74.12","0.31300","A","20","883"
"Hidalgo","Mineral del Chico","13038","13","38","11.39","25.24","13.79","4.02","8.57","32.84","4.31","100.00","53.86","0.08700","A","26","1099"
"Hidalgo","Mineral del Monte","13039","13","39","3.37","11.21","2.60","0.10","7.88","27.51","0.65","20.55","43.28","-1.20400","MB","74","2199"
"Hidalgo","La Misión","13040","13","40","22.52","42.63","4.57","2.13","49.92","35.16","7.18","100.00","61.13","1.03500","A","6","374"
"Hidalgo","Mixquiahuala de Juárez","13041","13","41","4.41","15.16","1.61","0.59","1.66","22.68","2.55","40.44","48.32","-1.08600","MB","69","2119"
"Hidalgo","Molango de Escamilla","13042","13","42","10.54","26.72","0.78","3.77","7.42","33.58","4.51","100.00","59.48","-0.04100","M","34","1197"
"Hidalgo","Nicolás Flores","13043","13","43","13.17","29.33","8.04","3.27","22.49","27.40","5.10","100.00","69.57","0.32100","A","19","870"
"Hidalgo","Nopala de Villagrán","13044","13","44","9.09","27.84","14.82","2.24","3.17","25.89","1.32","100.00","59.57","-0.13900","M","38","1289"
"Hidalgo","Omitlán de Juárez","13045","13","45","8.65","21.04","15.19","1.12","4.18","36.93","2.10","100.00","55.13","-0.14700","M","39","1295"
"Hidalgo","San Felipe Orizatlán","13046","13","46","24.46","23.57","2.34","0.78","2.43","34.05","7.11","82.94","68.22","0.16200","A","23","1020"
"Hidalgo","Pacula","13047","13","47","16.25","38.82","11.07","1.21","20.41","32.12","3.00","100.00","54.66","0.38100","A","16","821"
"Hidalgo","Pachuca de Soto","13048","13","48","2.06","7.43","0.22","0.31","3.43","17.53","0.96","4.21","33.38","-1.67500","MB","84","2407"
"Hidalgo","Pisaflores","13049","13","49","17.72","35.21","3.63","3.28","22.31","40.39","8.74","100.00","66.72","0.69900","A","8","569"
"Hidalgo","Progreso de Obregón","13050","13","50","3.89","13.27","0.99","1.37","0.86","21.30","1.88","21.30","42.51","-1.28400","MB","77","2249"
"Hidalgo","Mineral de la Reforma","13051","13","51","1.89","6.17","0.39","0.20","1.80","17.16","0.49","68.72","28.55","-1.52400","MB","83","2352"
"Hidalgo","San Agustín Tlaxiaca","13052","13","52","4.97","16.16","5.79","1.29","6.65","27.84","1.83","67.26","36.84","-0.86000","B","57","1947"
"Hidalgo","San Bartolo Tutotepec","13053","13","53","30.46","45.83","3.26","5.53","8.49","46.31","12.47","100.00","60.54","1.20100","A","5","294"
"Hidalgo","San Salvador","13054","13","54","5.44","13.68","4.12","0.70","2.19","28.08","2.60","100.00","56.91","-0.64100","B","51","1737"
"Hidalgo","Santiago de Anaya","13055","13","55","6.90","16.25","6.50","1.86","1.59","27.93","3.46","100.00","61.56","-0.43600","M","48","1561"
"Hidalgo","Santiago Tulantepec de Lugo Guerrero","13056","13","56","4.43","14.93","0.72","0.49","3.75","27.45","0.99","52.00","41.96","-1.05600","B","66","2097"
"Hidalgo","Singuilucan","13057","13","57","11.00","25.86","6.70","2.60","5.74","35.83","2.17","100.00","51.49","-0.11100","M","37","1265"
"Hidalgo","Tasquillo","13058","13","58","9.35","23.96","11.12","1.07","1.42","25.89","4.49","100.00","63.14","-0.21500","M","41","1360"
"Hidalgo","Tecozautla","13059","13","59","11.30","24.42","12.43","1.55","3.15","34.36","3.34","83.34","66.70","-0.03300","M","33","1191"
"Hidalgo","Tenango de Doria","13060","13","60","18.96","36.73","2.70","2.05","3.76","38.26","6.25","100.00","59.71","0.35000","A","17","844"
"Hidalgo","Tepeapulco","13061","13","61","3.18","11.09","1.18","0.23","1.40","20.26","0.82","15.22","36.57","-1.48700","MB","82","2335"
"Hidalgo","Tepehuacán de Guerrero","13062","13","62","24.38","41.37","2.97","3.55","32.55","48.27","13.19","100.00","62.49","1.22900","A","4","284"
"Hidalgo","Tepeji del Río de Ocampo","13063","13","63","3.94","14.16","3.99","0.48","5.53","27.61","1.71","57.63","30.79","-1.08600","MB","68","2118"
"Hidalgo","Tepetitlán","13064","13","64","4.33","18.30","6.39","1.84","2.32","25.46","2.12","100.00","37.92","-0.74700","B","56","1840"
"Hidalgo","Tetepango","13065","13","65","6.10","17.60","3.20","0.42","0.91","22.51","1.24","21.66","40.50","-1.17600","MB","73","2185"
"Hidalgo","Villa de Tezontepec","13066","13","66","4.33","14.00","1.19","0.35","1.78","34.06","1.27","55.26","41.95","-0.97500","B","62","2028"
"Hidalgo","Tezontepec de Aldama","13067","13","67","5.51","16.92","4.27","1.60","1.50","33.46","3.28","74.32","53.79","-0.59500","B","50","1693"
"Hidalgo","Tianguistengo","13068","13","68","25.70","43.12","0.89","1.79","12.09","45.85","10.65","100.00","68.59","0.95100","A","7","420"
"Hidalgo","Tizayuca","13069","13","69","2.10","8.26","0.07","0.78","0.88","27.78","1.07","16.97","32.48","-1.47300","MB","81","2327"
"Hidalgo","Tlahuelilpan","13070","13","70","4.36","15.74","1.33","1.44","2.25","27.90","2.55","50.46","50.25","-0.90700","B","60","1979"
"Hidalgo","Tlahuiltepa","13071","13","71","17.04","41.51","2.03","1.85","23.66","27.89","5.82","100.00","51.94","0.33900","A","18","852"
"Hidalgo","Tlanalapa","13072","13","72","3.25","10.56","1.12","0.44","1.33","20.55","0.08","26.64","37.63","-1.44200","MB","79","2312"
"Hidalgo","Tlanchinol","13073","13","73","19.34","32.78","1.11","1.42","11.19","46.41","13.27","85.71","66.03","0.59000","A","10","647"
"Hidalgo","Tlaxcoapan","13074","13","74","4.08","15.98","0.59","0.63","0.64","29.17","2.49","20.37","39.86","-1.16800","MB","72","2176"
"Hidalgo","Tolcayuca","13075","13","75","3.21","11.72","0.23","0.20","0.25","30.90","1.34","48.32","47.55","-1.09400","MB","70","2129"
"Hidalgo","Tula de Allende","13076","13","76","2.85","11.79","2.06","0.61","3.93","20.56","0.89","38.51","31.53","-1.38000","MB","78","2288"
"Hidalgo","Tulancingo de Bravo","13077","13","77","5.51","15.45","0.58","0.68","2.99","27.83","1.63","16.28","45.36","-1.11700","MB","71","2143"
"Hidalgo","Xochiatipan","13078","13","78","26.78","43.53","4.38","4.64","31.81","48.95","10.30","100.00","59.35","1.29600","MA","3","254"
"Hidalgo","Xochicoatlán","13079","13","79","13.96","28.29","1.19","1.23","7.16","35.54","3.59","100.00","69.20","0.08000","M","27","1101"
"Hidalgo","Yahualica","13080","13","80","31.08","43.92","2.80","2.25","41.13","46.39","5.69","100.00","69.97","1.36700","MA","2","228"
"Hidalgo","Zacualtipán de Ángeles","13081","13","81","7.26","19.22","1.08","1.10","3.73","36.02","3.45","28.71","57.61","-0.65800","B","53","1757"
"Hidalgo","Zapotlán de Juárez","13082","13","82","3.78","14.99","1.03","0.25","3.11","28.61","1.92","53.04","51.68","-0.94800","B","61","2005"
"Hidalgo","Zempoala","13083","13","83","4.12","13.09","1.32","0.91","3.03","26.71","1.44","69.33","41.19","-1.01900","B","64","2062"
"Hidalgo","Zimapán","13084","13","84","7.10","21.61","5.80","1.91","14.68","28.28","2.77","65.62","52.19","-0.44600","M","49","1573"
"Jalisco","Total del estado Jalisco","14000","14","0","3.55","14.90","0.86","0.34","1.84","22.12","1.59","17.50","29.40","-0.82000","B","0","27"
"Jalisco","Acatic","14001","14","1","8.57","31.55","1.21","0.26","2.95","27.93","0.85","43.93","31.61","-0.82400","B","61","1910"
"Jalisco","Acatlán de Juárez","14002","14","2","3.22","15.94","0.24","0.33","1.51","25.55","1.07","24.17","26.34","-1.39200","MB","118","2293"
"Jalisco","Ahualulco de Mercado","14003","14","3","3.32","16.24","0.45","0.16","0.54","24.94","0.95","28.56","33.41","-1.32500","MB","112","2268"
"Jalisco","Amacueca","14004","14","4","4.21","20.47","0.24","0.54","0.72","27.51","4.24","100.00","40.39","-0.76900","B","51","1858"
"Jalisco","Amatitán","14005","14","5","3.60","17.05","0.26","0.18","0.71","34.29","1.00","24.86","39.28","-1.12000","MB","95","2146"
"Jalisco","Ameca","14006","14","6","4.46","19.94","0.93","0.17","1.32","25.07","1.21","36.94","34.00","-1.17600","MB","102","2184"
"Jalisco","San Juanito de Escobedo","14007","14","7","4.88","21.25","0.34","0.34","0.79","29.74","1.55","39.61","38.91","-1.01700","B","83","2059"
"Jalisco","Arandas","14008","14","8","7.35","25.34","0.58","0.44","2.52","21.85","0.65","28.34","34.01","-1.09600","MB","94","2132"
"Jalisco","El Arenal","14009","14","9","4.00","17.59","0.29","0.11","1.13","27.86","0.62","33.83","29.31","-1.26500","MB","110","2241"
"Jalisco","Atemajac de Brizuela","14010","14","10","8.72","28.76","1.28","1.34","1.16","39.72","5.66","18.00","38.08","-0.61500","B","39","1713"
"Jalisco","Atengo","14011","14","11","8.03","32.91","6.71","1.34","1.66","30.48","3.88","100.00","49.56","-0.22000","M","13","1366"
"Jalisco","Atenguillo","14012","14","12","6.67","25.08","1.16","0.67","0.59","20.52","1.05","100.00","30.78","-0.88000","B","71","1964"
"Jalisco","Atotonilco el Alto","14013","14","13","6.36","24.76","0.45","0.15","0.67","21.59","1.28","44.27","25.61","-1.17000","MB","100","2180"
"Jalisco","Atoyac","14014","14","14","8.66","30.24","1.64","0.59","1.27","29.60","8.05","38.95","47.96","-0.54200","B","29","1647"
"Jalisco","Autlán de Navarro","14015","14","15","3.98","17.21","0.69","0.56","1.88","23.72","3.37","21.15","30.77","-1.28800","MB","111","2252"
"Jalisco","Ayotlán","14016","14","16","8.29","30.61","0.77","0.38","0.35","30.56","1.33","49.06","43.90","-0.68800","B","46","1785"
"Jalisco","Ayutla","14017","14","17","6.80","25.64","2.92","0.96","1.72","22.57","2.71","42.80","46.01","-0.83800","B","64","1925"
"Jalisco","La Barca","14018","14","18","5.18","23.06","0.09","0.05","0.44","25.09","1.12","45.20","37.23","-1.07100","B","92","2108"
"Jalisco","Bolaños","14019","14","19","17.16","37.86","47.77","29.66","34.86","53.85","31.91","100.00","26.21","2.70200","MA","2","23"
"Jalisco","Cabo Corrientes","14020","14","20","5.17","25.42","5.83","2.83","6.17","34.80","4.32","100.00","35.73","-0.37800","M","19","1515"
"Jalisco","Casimiro Castillo","14021","14","21","6.90","26.52","2.31","0.41","3.75","27.19","2.27","47.94","36.12","-0.84100","B","66","1929"
"Jalisco","Cihuatlán","14022","14","22","6.14","24.21","0.42","0.36","5.11","35.87","2.87","34.05","34.25","-0.84000","B","65","1928"
"Jalisco","Zapotlán el Grande","14023","14","23","2.94","13.34","0.07","0.10","0.46","18.41","1.31","2.77","31.35","-1.60400","MB","122","2382"
"Jalisco","Cocula","14024","14","24","5.39","22.22","0.63","0.15","0.33","26.43","1.97","44.42","38.44","-1.02500","B","86","2069"
"Jalisco","Colotlán","14025","14","25","4.08","20.99","1.00","0.40","0.62","21.84","0.81","26.73","42.45","-1.18100","MB","103","2187"
"Jalisco","Concepción de Buenos Aires","14026","14","26","7.91","30.00","0.64","0.76","0.44","24.96","3.02","100.00","31.26","-0.66600","B","44","1769"
"Jalisco","Cuautitlán de García Barragán","14027","14","27","13.29","33.24","25.19","6.60","5.19","40.70","20.25","100.00","44.53","0.81500","A","4","480"
"Jalisco","Cuautla","14028","14","28","6.68","30.64","5.56","1.98","4.70","17.90","2.32","100.00","33.24","-0.62700","B","42","1727"
"Jalisco","Cuquío","14029","14","29","9.96","31.24","2.76","0.67","8.68","25.70","2.81","100.00","46.19","-0.33300","M","17","1479"
"Jalisco","Chapala","14030","14","30","3.62","16.69","0.22","0.21","0.78","24.27","1.52","19.42","33.78","-1.34100","MB","113","2276"
"Jalisco","Chimaltitán","14031","14","31","12.15","38.86","18.24","14.90","14.34","42.74","4.43","100.00","50.15","0.96800","A","3","408"
"Jalisco","Chiquilistlán","14032","14","32","7.84","23.89","5.14","1.51","1.67","32.24","5.07","100.00","54.62","-0.29000","M","16","1433"
"Jalisco","Degollado","14033","14","33","8.51","32.73","1.35","0.55","1.02","24.86","0.70","46.17","36.27","-0.81000","B","57","1893"
"Jalisco","Ejutla","14034","14","34","7.39","28.67","0.70","0.65","1.13","18.15","0.70","100.00","40.00","-0.75900","B","50","1852"
"Jalisco","Encarnación de Díaz","14035","14","35","7.47","27.39","2.10","0.50","1.35","26.43","0.51","51.34","41.88","-0.81500","B","59","1898"
"Jalisco","Etzatlán","14036","14","36","3.29","16.18","0.29","0.25","0.11","28.07","1.51","27.48","35.55","-1.25500","MB","108","2228"
"Jalisco","El Grullo","14037","14","37","3.82","18.91","0.28","0.05","1.65","23.90","1.23","12.25","31.74","-1.35500","MB","114","2281"
"Jalisco","Guachinango","14038","14","38","7.65","25.83","4.02","0.93","3.92","25.43","2.23","100.00","41.62","-0.55800","B","33","1664"
"Jalisco","Guadalajara","14039","14","39","1.73","9.25","0.01","0.03","0.48","12.94","0.49","0.00","26.12","-1.86200","MB","125","2441"
"Jalisco","Hostotipaquillo","14040","14","40","8.11","29.75","3.95","0.98","1.51","33.63","4.13","100.00","49.41","-0.27200","M","15","1417"
"Jalisco","Huejúcar","14041","14","41","6.21","30.34","2.65","0.32","0.75","23.16","1.74","100.00","55.73","-0.50000","B","26","1615"
"Jalisco","Huejuquilla el Alto","14042","14","42","10.22","33.18","13.85","2.51","10.36","31.71","5.07","100.00","45.95","0.07700","M","8","1104"
"Jalisco","La Huerta","14043","14","43","7.48","27.86","1.72","0.96","2.95","28.37","2.53","66.32","35.76","-0.71000","B","47","1809"
"Jalisco","Ixtlahuacán de los Membrillos","14044","14","44","2.31","12.27","0.13","0.18","0.41","38.75","0.45","50.60","26.12","-1.20200","MB","105","2198"
"Jalisco","Ixtlahuacán del Río","14045","14","45","8.29","29.83","2.37","0.39","7.67","25.94","3.40","67.39","37.83","-0.61600","B","40","1718"
"Jalisco","Jalostotitlán","14046","14","46","6.11","23.69","1.30","1.02","1.69","23.87","0.56","23.55","40.03","-1.06100","B","91","2102"
"Jalisco","Jamay","14047","14","47","5.75","21.33","0.10","0.04","0.69","33.90","0.75","24.81","42.00","-0.99200","B","81","2041"
"Jalisco","Jesús María","14048","14","48","10.79","37.52","1.49","0.94","1.15","16.39","0.94","55.73","43.49","-0.67700","B","45","1775"
"Jalisco","Jilotlán de los Dolores","14049","14","49","14.00","38.77","6.45","2.16","2.57","29.46","8.38","100.00","27.63","-0.09000","M","11","1241"
"Jalisco","Jocotepec","14050","14","50","5.23","23.67","0.50","0.46","2.22","31.60","2.91","38.75","25.74","-1.02300","B","85","2068"
"Jalisco","Juanacatlán","14051","14","51","2.85","12.23","0.24","0.05","0.97","29.12","0.85","30.91","30.33","-1.36300","MB","116","2283"
"Jalisco","Juchitlán","14052","14","52","5.18","24.78","3.61","1.95","2.29","27.05","2.90","100.00","45.29","-0.54600","B","32","1652"
"Jalisco","Lagos de Moreno","14053","14","53","6.19","22.38","1.84","0.49","1.46","28.21","0.64","36.15","44.13","-0.93900","B","77","2001"
"Jalisco","El Limón","14054","14","54","4.89","25.99","0.76","0.50","0.61","18.95","0.95","100.00","43.21","-0.82300","B","60","1909"
"Jalisco","Magdalena","14055","14","55","4.55","19.95","0.78","0.75","2.08","33.42","0.47","23.95","38.96","-1.03800","B","87","2080"
"Jalisco","Santa María del Oro","14056","14","56","17.54","43.43","22.94","3.30","7.56","32.76","8.58","100.00","41.26","0.57900","A","5","656"
"Jalisco","La Manzanilla de la Paz","14057","14","57","5.79","24.51","0.79","0.03","1.09","15.74","2.17","100.00","38.62","-0.90800","B","74","1980"
"Jalisco","Mascota","14058","14","58","4.18","21.49","1.78","2.18","0.67","22.45","1.27","38.22","30.68","-1.14400","MB","98","2162"
"Jalisco","Mazamitla","14059","14","59","7.40","22.54","1.96","0.70","1.75","27.07","3.03","40.53","33.68","-0.95100","B","78","2006"
"Jalisco","Mexticacán","14060","14","60","9.43","31.92","1.12","0.28","2.32","19.44","0.87","100.00","44.44","-0.58800","B","36","1687"
"Jalisco","Mezquitic","14061","14","61","25.33","47.62","54.49","21.78","32.53","41.65","39.27","100.00","51.26","3.03000","MA","1","15"
"Jalisco","Mixtlán","14062","14","62","6.43","25.46","5.68","1.19","1.19","23.88","5.03","100.00","45.42","-0.52200","B","28","1630"
"Jalisco","Ocotlán","14063","14","63","3.36","16.42","0.45","0.18","2.72","25.22","0.90","9.89","34.68","-1.35500","MB","115","2282"
"Jalisco","Ojuelos de Jalisco","14064","14","64","7.88","24.90","8.98","0.55","4.77","31.06","1.81","60.52","45.76","-0.54300","B","30","1649"
"Jalisco","Pihuamo","14065","14","65","12.88","38.01","1.87","1.26","1.36","22.05","4.89","43.58","34.88","-0.57100","B","34","1671"
"Jalisco","Poncitlán","14066","14","66","7.31","23.39","1.24","1.24","5.17","35.63","3.43","39.29","44.12","-0.65900","B","43","1759"
"Jalisco","Puerto Vallarta","14067","14","67","2.20","10.62","0.45","0.20","1.84","22.96","0.71","5.58","24.61","-1.63900","MB","123","2395"
"Jalisco","Villa Purificación","14068","14","68","8.67","34.07","5.40","4.20","3.24","26.85","3.92","54.60","36.68","-0.44100","M","21","1566"
"Jalisco","Quitupan","14069","14","69","15.86","40.92","6.80","0.98","2.18","21.64","4.08","100.00","42.99","-0.10700","M","12","1260"
"Jalisco","El Salto","14070","14","70","2.98","13.23","0.22","0.12","4.94","36.29","3.10","5.98","30.98","-1.24000","MB","106","2216"
"Jalisco","San Cristóbal de la Barranca","14071","14","71","9.00","34.48","2.77","0.84","2.68","28.04","5.03","100.00","40.75","-0.33400","M","18","1481"
"Jalisco","San Diego de Alejandría","14072","14","72","8.73","30.96","2.43","0.37","1.84","30.67","0.96","20.08","38.66","-0.80400","B","55","1887"
"Jalisco","San Juan de los Lagos","14073","14","73","5.05","22.65","1.36","0.05","3.90","26.42","0.22","25.35","35.32","-1.12100","MB","96","2147"
"Jalisco","San Julián","14074","14","74","6.14","26.31","0.85","0.06","1.22","19.79","0.16","16.21","36.57","-1.19600","MB","104","2195"
"Jalisco","San Marcos","14075","14","75","4.77","19.67","1.24","0.87","1.01","28.97","0.90","100.00","33.01","-0.85300","B","67","1940"
"Jalisco","San Martín de Bolaños","14076","14","76","6.88","29.25","3.46","3.79","5.58","28.77","3.15","100.00","24.64","-0.50100","B","27","1616"
"Jalisco","San Martín Hidalgo","14077","14","77","4.23","22.54","1.31","0.18","1.19","26.36","0.75","69.24","35.36","-0.98200","B","80","2035"
"Jalisco","San Miguel el Alto","14078","14","78","7.75","27.11","2.08","0.51","1.69","18.16","0.66","23.05","40.29","-1.05900","B","89","2099"
"Jalisco","Gómez Farías","14079","14","79","8.40","24.08","0.42","0.22","1.42","30.19","4.93","11.97","37.61","-0.93600","B","76","1998"
"Jalisco","San Sebastián del Oeste","14080","14","80","8.37","30.27","3.33","1.17","1.47","24.97","3.33","100.00","42.82","-0.47000","M","22","1595"
"Jalisco","Santa María de los Ángeles","14081","14","81","8.43","38.96","4.25","0.13","0.59","26.67","1.25","100.00","58.60","-0.22100","M","14","1367"
"Jalisco","Sayula","14082","14","82","3.62","17.16","0.25","0.22","0.51","25.70","5.11","2.21","39.61","-1.25700","MB","109","2230"
"Jalisco","Tala","14083","14","83","3.89","17.84","0.20","0.39","1.54","27.91","0.94","28.80","31.65","-1.24100","MB","107","2218"
"Jalisco","Talpa de Allende","14084","14","84","6.31","25.09","3.42","1.55","1.71","25.93","2.24","38.66","40.48","-0.85700","B","68","1943"
"Jalisco","Tamazula de Gordiano","14085","14","85","7.55","26.73","0.91","0.78","1.78","17.77","1.67","50.54","31.32","-1.04000","B","88","2082"
"Jalisco","Tapalpa","14086","14","86","7.33","26.33","4.75","1.14","6.75","34.97","4.12","68.05","29.04","-0.57700","B","35","1679"
"Jalisco","Tecalitlán","14087","14","87","9.09","26.80","3.04","1.51","0.30","21.47","5.19","26.33","38.58","-0.86500","B","69","1951"
"Jalisco","Tecolotlán","14088","14","88","4.63","21.46","1.64","0.56","1.71","24.70","1.96","44.56","41.17","-1.01100","B","82","2053"
"Jalisco","Techaluta de Montenegro","14089","14","89","5.05","22.09","3.46","0.43","1.11","26.17","2.81","100.00","51.23","-0.62100","B","41","1721"
"Jalisco","Tenamaxtlán","14090","14","90","4.82","24.94","0.90","0.11","1.43","22.00","1.44","100.00","39.56","-0.82500","B","62","1911"
"Jalisco","Teocaltiche","14091","14","91","5.75","29.25","4.25","0.48","3.03","24.74","1.52","40.84","45.71","-0.78800","B","53","1874"
"Jalisco","Teocuitatlán de Corona","14092","14","92","7.55","29.17","3.62","0.22","1.25","27.16","3.89","100.00","49.24","-0.43400","M","20","1557"
"Jalisco","Tepatitlán de Morelos","14093","14","93","4.77","21.73","0.59","0.21","1.52","18.97","0.37","18.85","28.84","-1.37100","MB","117","2287"
"Jalisco","Tequila","14094","14","94","3.71","16.34","1.70","0.83","1.79","31.68","1.74","28.24","39.27","-1.08600","MB","93","2120"
"Jalisco","Teuchitlán","14095","14","95","4.87","22.19","0.40","0.24","0.57","26.04","0.22","100.00","40.30","-0.83600","B","63","1924"
"Jalisco","Tizapán el Alto","14096","14","96","7.01","28.26","2.11","0.40","2.05","27.60","2.17","28.67","56.18","-0.71000","B","48","1810"
"Jalisco","Tlajomulco de Zúñiga","14097","14","97","2.02","9.94","0.06","0.05","0.72","27.71","0.66","16.15","25.60","-1.55400","MB","121","2362"
"Jalisco","Tlaquepaque","14098","14","98","3.24","12.84","0.23","0.07","2.35","24.03","2.06","1.95","30.64","-1.49500","MB","120","2340"
"Jalisco","Tolimán","14099","14","99","9.79","28.83","7.69","2.69","6.06","30.99","7.11","100.00","51.50","-0.04800","M","10","1202"
"Jalisco","Tomatlán","14100","14","100","7.96","28.13","5.72","1.68","3.77","34.20","4.41","74.25","25.60","-0.54600","B","31","1651"
"Jalisco","Tonalá","14101","14","101","2.61","11.93","0.31","0.12","2.30","27.48","1.69","4.50","31.44","-1.45900","MB","119","2319"
"Jalisco","Tonaya","14102","14","102","6.72","26.91","0.40","0.03","0.30","20.07","1.18","100.00","43.17","-0.77000","B","52","1859"
"Jalisco","Tonila","14103","14","103","5.82","22.94","0.27","0.88","0.97","27.81","1.47","100.00","33.30","-0.79300","B","54","1880"
"Jalisco","Totatiche","14104","14","104","6.13","29.20","3.28","2.21","3.88","21.18","1.14","100.00","52.76","-0.47900","M","23","1601"
