Instituto Nacional para el Federalismo y el Desarrollo Municipal

Base de datos de Índice de Marginación 2015

estado,municipio,cve_inegi,id_estado,id_municipio,porc_15ymas_analfabeta,porc_15ymas_sinprim,porc_ocu_viv_sindres,porc_ocu_viv_sinel,porc_ocu_viv_sinagua,porc_ocu_viv_hacin,porc_ocu_viv_pisotierra,porc_loc_menor5k,porc_pocu_2sm,indice_marginacion,grado_marginacion,lugar_estatal,lugar_nacional
"Sonora","Tepache","26063","26","63","2.97","23.49","1.14","0.08","0.08","14.60","0.08","100.00","38.75","-1.05000","B","38","2092"
"Sonora","Trincheras","26064","26","64","4.01","26.76","4.66","4.35","4.60","26.46","1.92","100.00","35.78","-0.53200","B","12","1637"
"Sonora","Tubutama","26065","26","65","4.06","27.34","3.19","1.17","4.78","19.44","2.68","100.00","52.71","-0.58500","B","14","1686"
"Sonora","Ures","26066","26","66","3.54","19.80","1.01","0.43","0.66","18.99","0.83","100.00","20.15","-1.17900","MB","46","2186"
"Sonora","Villa Hidalgo","26067","26","67","4.04","18.34","0.33","0.26","0.26","11.50","1.52","100.00","9.95","-1.41000","MB","59","2299"
"Sonora","Villa Pesqueira","26068","26","68","3.79","22.39","1.61","0.34","2.12","12.34","1.02","100.00","18.31","-1.22500","MB","47","2210"
"Sonora","Yécora","26069","26","69","7.58","31.15","0.95","3.81","4.81","32.79","12.25","100.00","29.85","-0.21000","M","5","1356"
"Sonora","General Plutarco Elías Calles","26070","26","70","3.54","20.22","1.33","1.86","1.79","40.24","3.31","17.91","31.79","-0.94700","B","31","2004"
"Sonora","Benito Juárez","26071","26","71","3.91","17.11","1.40","1.22","0.61","38.36","1.59","37.44","56.06","-0.77400","B","23","1862"
"Sonora","San Ignacio Río Muerto","26072","26","72","4.40","21.45","2.90","2.57","5.87","43.25","5.51","45.41","59.00","-0.35700","M","8","1497"
"Tabasco","Total del estado Tabasco","27000","27","0","5.40","17.25","1.81","0.43","10.10","32.50","3.69","53.65","36.96","0.30000","M","0","12"
"Tabasco","Balancán","27001","27","1","9.28","27.75","2.90","1.55","12.27","39.24","4.60","67.12","64.79","-0.04500","M","2","1200"
"Tabasco","Cárdenas","27002","27","2","5.97","20.48","2.39","0.65","15.24","32.63","6.44","55.94","44.92","-0.55100","B","10","1659"
"Tabasco","Centla","27003","27","3","6.18","18.78","4.12","0.65","31.68","39.50","8.67","69.66","51.84","-0.10700","M","4","1261"
"Tabasco","Centro","27004","27","4","3.14","10.87","0.27","0.08","1.13","27.50","1.23","23.63","23.95","-1.48300","MB","17","2332"
"Tabasco","Comalcalco","27005","27","5","5.42","19.48","2.31","0.13","7.19","31.85","4.72","63.79","33.80","-0.80700","B","13","1890"
"Tabasco","Cunduacán","27006","27","6","6.86","21.24","2.26","0.29","16.76","36.63","5.62","77.99","47.31","-0.36100","M","8","1504"
"Tabasco","Emiliano Zapata","27007","27","7","6.30","20.19","1.28","0.46","1.70","35.95","0.87","32.14","43.64","-0.87800","B","14","1958"
"Tabasco","Huimanguillo","27008","27","8","6.96","23.60","3.07","0.94","24.69","34.77","4.44","75.74","50.90","-0.22500","M","5","1372"
"Tabasco","Jalapa","27009","27","9","6.64","21.06","2.81","0.62","11.03","34.82","3.39","100.00","44.97","-0.41600","M","9","1541"
"Tabasco","Jalpa de Méndez","27010","27","10","5.23","17.67","2.23","0.29","7.92","31.88","3.19","74.41","36.35","-0.79100","B","12","1876"
"Tabasco","Jonuta","27011","27","11","9.49","26.22","3.15","1.73","6.75","42.11","5.48","76.62","67.37","0.00900","M","1","1157"
"Tabasco","Macuspana","27012","27","12","6.13","17.11","2.20","0.53","16.49","36.10","5.05","58.18","44.48","-0.56600","B","11","1670"
"Tabasco","Nacajuca","27013","27","13","4.87","12.70","1.36","0.05","2.74","31.38","2.39","66.59","28.49","-1.08700","MB","15","2121"
"Tabasco","Paraíso","27014","27","14","4.24","13.61","0.51","0.15","7.10","25.82","1.28","64.95","20.80","-1.23400","MB","16","2215"
"Tabasco","Tacotalpa","27015","27","15","7.83","23.50","4.54","0.89","10.80","45.65","4.77","82.57","57.33","-0.07600","M","3","1232"
"Tabasco","Teapa","27016","27","16","9.80","27.57","1.43","0.54","9.88","41.08","2.76","50.43","51.63","-0.31900","M","6","1465"
"Tabasco","Tenosique","27017","27","17","8.65","23.88","3.53","1.74","9.20","37.54","4.09","44.74","58.52","-0.32500","M","7","1476"
"Tamaulipas","Total del estado Tamaulipas","28000","28","0","3.03","13.35","0.37","0.73","2.51","28.69","1.52","13.92","37.39","-0.62000","B","0","24"
"Tamaulipas","Abasolo","28001","28","1","7.13","28.78","0.93","1.34","4.10","30.36","0.81","50.22","56.15","-0.55800","B","25","1663"
"Tamaulipas","Aldama","28002","28","2","7.35","28.42","0.67","2.24","6.40","28.47","3.02","53.64","55.92","-0.47900","M","23","1600"
"Tamaulipas","Altamira","28003","28","3","2.94","13.09","0.40","1.16","2.08","31.34","1.55","13.34","36.10","-1.25900","MB","35","2234"
"Tamaulipas","Antiguo Morelos","28004","28","4","8.42","28.57","1.58","1.03","8.91","34.63","2.98","100.00","68.53","-0.05900","M","11","1215"
"Tamaulipas","Burgos","28005","28","5","5.72","37.26","0.77","3.26","15.07","24.86","2.79","100.00","43.34","-0.23700","M","17","1382"
"Tamaulipas","Bustamante","28006","28","6","18.92","43.20","5.71","2.69","54.13","40.95","5.92","100.00","69.88","1.19000","A","1","300"
"Tamaulipas","Camargo","28007","28","7","4.01","20.31","0.31","0.36","0.73","21.18","0.60","46.54","29.66","-1.26300","MB","36","2240"
"Tamaulipas","Casas","28008","28","8","8.38","34.44","1.59","2.77","18.85","38.29","5.15","100.00","60.25","0.22300","A","6","971"
"Tamaulipas","Ciudad Madero","28009","28","9","1.45","7.17","0.15","0.26","1.47","22.63","0.57","0.00","30.66","-1.69000","MB","43","2413"
"Tamaulipas","Cruillas","28010","28","10","10.66","35.46","1.60","3.77","7.96","29.52","5.07","100.00","48.93","-0.02900","M","9","1188"
"Tamaulipas","Gómez Farías","28011","28","11","7.37","25.53","1.15","1.22","7.25","32.96","3.00","100.00","71.88","-0.14300","M","14","1291"
"Tamaulipas","González","28012","28","12","9.29","30.31","1.06","1.37","1.99","36.42","4.02","46.38","63.43","-0.29400","M","19","1439"
"Tamaulipas","Güémez","28013","28","13","6.02","27.79","2.18","1.52","6.81","35.64","5.36","100.00","63.64","-0.11000","M","13","1264"
"Tamaulipas","Guerrero","28014","28","14","3.60","19.37","0.23","0.63","1.02","14.43","1.11","100.00","29.08","-1.16200","MB","34","2173"
"Tamaulipas","Gustavo Díaz Ordaz","28015","28","15","5.53","21.74","0.42","0.97","2.40","21.28","2.05","26.95","38.40","-1.12700","MB","33","2149"
"Tamaulipas","Hidalgo","28016","28","16","7.64","32.23","1.74","1.69","7.24","31.19","7.70","72.24","68.41","-0.08100","M","12","1234"
"Tamaulipas","Jaumave","28017","28","17","7.03","28.58","1.90","1.70","4.44","33.10","4.83","62.71","57.81","-0.34900","M","21","1494"
"Tamaulipas","Jiménez","28018","28","18","5.80","25.68","1.99","1.25","5.56","28.73","1.26","33.99","55.81","-0.69600","B","28","1798"
"Tamaulipas","Llera","28019","28","19","9.24","35.24","1.16","2.45","9.81","28.52","6.12","100.00","66.02","0.06900","M","7","1112"
"Tamaulipas","Mainero","28020","28","20","5.25","29.84","0.92","2.29","4.05","27.49","3.53","100.00","56.30","-0.34200","M","20","1490"
"Tamaulipas","El Mante","28021","28","21","5.04","16.56","0.57","0.33","0.83","28.14","1.34","26.78","50.00","-1.06000","B","30","2101"
"Tamaulipas","Matamoros","28022","28","22","2.48","11.79","0.18","1.27","3.11","30.33","1.25","8.05","38.72","-1.29600","MB","37","2256"
"Tamaulipas","Méndez","28023","28","23","5.80","34.03","0.88","4.11","19.67","26.17","2.02","100.00","46.58","-0.17000","M","16","1318"
"Tamaulipas","Mier","28024","28","24","3.45","18.04","0.14","0.02","0.00","18.54","0.21","100.00","37.27","-1.09800","MB","31","2133"
"Tamaulipas","Miguel Alemán","28025","28","25","2.54","15.21","0.43","0.11","0.22","17.44","0.31","25.98","27.42","-1.55900","MB","41","2367"
"Tamaulipas","Miquihuana","28026","28","26","16.08","38.18","2.48","2.90","26.46","38.14","9.55","100.00","70.57","0.74300","A","2","529"
"Tamaulipas","Nuevo Laredo","28027","28","27","2.33","11.34","0.20","0.24","1.04","32.02","1.12","0.87","31.50","-1.44100","MB","39","2311"
"Tamaulipas","Nuevo Morelos","28028","28","28","6.77","25.58","1.96","0.85","3.03","36.21","5.33","100.00","65.89","-0.16700","M","15","1317"
"Tamaulipas","Ocampo","28029","28","29","7.43","29.34","1.37","2.62","7.83","33.82","5.74","60.70","56.93","-0.25200","M","18","1395"
"Tamaulipas","Padilla","28030","28","30","5.22","22.60","1.12","0.23","0.81","32.77","2.45","60.65","57.15","-0.65800","B","26","1755"
"Tamaulipas","Palmillas","28031","28","31","7.54","34.19","1.82","3.81","4.69","30.57","5.10","100.00","60.56","-0.02400","M","8","1182"
"Tamaulipas","Reynosa","28032","28","32","2.23","10.34","0.17","0.35","1.27","30.56","1.15","3.19","35.32","-1.43000","MB","38","2306"
"Tamaulipas","Río Bravo","28033","28","33","3.63","17.06","0.24","1.05","2.18","32.61","1.89","10.51","41.46","-1.11700","MB","32","2142"
"Tamaulipas","San Carlos","28034","28","34","5.72","35.28","3.89","2.44","15.83","34.99","9.01","100.00","64.93","0.23300","A","5","961"
"Tamaulipas","San Fernando","28035","28","35","6.96","26.42","0.91","1.06","7.95","35.68","2.93","48.16","50.66","-0.51000","B","24","1622"
"Tamaulipas","San Nicolás","28036","28","36","6.62","33.24","1.73","3.96","41.14","48.11","4.14","100.00","74.44","0.71300","A","3","558"
"Tamaulipas","Soto la Marina","28037","28","37","7.20","29.20","1.24","2.94","9.47","32.69","4.35","57.11","49.99","-0.35800","M","22","1499"
"Tamaulipas","Tampico","28038","28","38","1.83","8.15","0.07","0.11","0.76","20.54","0.18","0.09","33.94","-1.68600","MB","42","2411"
"Tamaulipas","Tula","28039","28","39","9.80","34.32","1.68","3.39","24.85","35.57","9.60","63.58","66.20","0.29900","A","4","898"
"Tamaulipas","Valle Hermoso","28040","28","40","3.46","18.03","0.33","0.85","3.59","29.21","0.79","22.56","49.48","-1.04300","B","29","2085"
"Tamaulipas","Victoria","28041","28","41","1.86","10.00","0.35","0.54","1.21","24.89","1.52","5.22","29.88","-1.55800","MB","40","2365"
"Tamaulipas","Villagrán","28042","28","42","6.18","35.69","2.60","2.55","3.08","30.32","5.66","100.00","63.89","-0.04500","M","10","1199"
"Tamaulipas","Xicoténcatl","28043","28","43","6.09","20.30","1.12","1.24","3.87","29.00","2.99","58.04","55.43","-0.68000","B","27","1778"
"Tlaxcala","Total del estado Tlaxcala","29000","29","0","3.98","12.60","1.36","0.47","1.14","32.00","2.00","36.40","51.47","-0.20000","M","0","16"
"Tlaxcala","Amaxac de Guerrero","29001","29","1","1.69","7.53","1.57","0.15","0.67","33.96","1.45","7.71","51.27","-1.25300","MB","52","2226"
"Tlaxcala","Apetatitlán de Antonio Carvajal","29002","29","2","1.72","7.13","0.88","0.21","0.54","22.92","1.33","100.00","43.16","-1.15000","MB","49","2167"
"Tlaxcala","Atlangatepec","29003","29","3","6.89","19.80","8.54","0.97","1.29","36.67","1.64","100.00","62.38","-0.27900","M","6","1422"
"Tlaxcala","Atltzayanca","29004","29","4","7.86","23.61","5.97","0.76","2.33","46.30","2.13","100.00","68.48","-0.01200","M","2","1173"
"Tlaxcala","Apizaco","29005","29","5","2.14","8.02","0.23","0.18","0.37","21.00","0.42","9.71","42.31","-1.55100","MB","59","2360"
"Tlaxcala","Calpulalpan","29006","29","6","3.33","11.39","0.29","0.78","0.97","33.39","1.74","25.76","51.30","-1.07500","MB","42","2113"
"Tlaxcala","El Carmen Tequexquitla","29007","29","7","9.72","23.92","6.58","0.91","1.09","47.53","1.15","7.28","54.30","-0.46800","M","10","1592"
"Tlaxcala","Cuapiaxtla","29008","29","8","6.17","21.07","1.17","0.29","0.25","45.57","1.76","38.57","59.49","-0.54800","B","12","1655"
"Tlaxcala","Cuaxomulco","29009","29","9","3.23","12.55","3.06","0.82","0.84","31.82","1.14","100.00","56.10","-0.71400","B","21","1815"
"Tlaxcala","Chiautempan","29010","29","10","2.32","9.20","0.53","0.11","0.33","28.18","0.76","27.39","51.75","-1.24900","MB","51","2224"
"Tlaxcala","Muñoz de Domingo Arenas","29011","29","11","3.94","14.37","1.33","0.58","2.65","31.76","0.71","100.00","56.52","-0.68600","B","20","1783"
"Tlaxcala","Españita","29012","29","12","5.53","19.74","1.53","0.75","1.56","44.51","3.98","100.00","66.01","-0.21600","M","5","1361"
"Tlaxcala","Huamantla","29013","29","13","5.41","16.67","1.86","0.78","1.02","42.64","2.46","23.90","57.02","-0.71500","B","22","1816"
"Tlaxcala","Hueyotlipan","29014","29","14","5.54","18.35","1.52","0.49","0.99","36.20","1.32","100.00","51.25","-0.57400","B","13","1676"
"Tlaxcala","Ixtacuixtla de Mariano Matamoros","29015","29","15","3.42","12.61","0.95","0.08","2.07","28.62","1.39","81.44","51.49","-0.91400","B","34","1982"
"Tlaxcala","Ixtenco","29016","29","16","5.09","17.18","0.54","0.96","0.98","39.01","2.89","0.73","60.85","-0.82800","B","28","1916"
"Tlaxcala","Mazatecochco de José María Morelos","29017","29","17","5.89","16.74","0.63","0.44","0.29","43.26","7.33","0.71","67.78","-0.62600","B","17","1726"
"Tlaxcala","Contla de Juan Cuamatzi","29018","29","18","4.02","12.32","1.62","0.42","0.46","40.13","3.12","21.30","65.98","-0.79100","B","26","1878"
"Tlaxcala","Tepetitla de Lardizábal","29019","29","19","2.25","10.57","0.28","0.68","1.36","33.36","4.68","23.68","54.73","-1.03200","B","39","2076"
"Tlaxcala","Sanctórum de Lázaro Cárdenas","29020","29","20","5.05","15.45","0.26","0.36","2.14","37.61","2.45","100.00","57.87","-0.53600","B","11","1642"
"Tlaxcala","Nanacamilpa de Mariano Arista","29021","29","21","5.39","15.70","0.32","0.44","0.61","30.92","2.11","26.82","62.40","-0.89100","B","31","1967"
"Tlaxcala","Acuamanala de Miguel Hidalgo","29022","29","22","3.60","12.13","0.61","0.25","0.05","33.98","1.23","100.00","65.09","-0.65500","B","18","1753"
"Tlaxcala","Natívitas","29023","29","23","3.41","13.91","1.12","0.45","1.07","33.34","2.35","100.00","57.76","-0.66300","B","19","1764"
"Tlaxcala","Panotla","29024","29","24","3.88","9.87","1.38","0.78","1.16","25.02","2.66","70.73","42.30","-1.08800","MB","44","2122"
"Tlaxcala","San Pablo del Monte","29025","29","25","8.04","18.39","1.77","0.58","3.49","43.61","4.57","1.21","42.28","-0.78500","B","25","1869"
"Tlaxcala","Santa Cruz Tlaxcala","29026","29","26","2.84","9.80","2.66","0.37","0.38","31.29","1.59","67.94","46.82","-1.01100","B","36","2054"
"Tlaxcala","Tenancingo","29027","29","27","6.77","19.65","0.37","0.70","0.30","30.58","3.86","1.08","58.61","-0.89700","B","32","1970"
"Tlaxcala","Teolocholco","29028","29","28","5.39","13.76","1.60","0.72","0.57","37.56","2.15","25.06","60.90","-0.81600","B","27","1899"
"Tlaxcala","Tepeyanco","29029","29","29","1.96","8.80","0.71","0.32","0.71","27.51","1.57","100.00","50.42","-0.96900","B","35","2020"
"Tlaxcala","Terrenate","29030","29","30","9.85","23.48","5.51","1.04","2.48","45.27","2.36","100.00","60.87","-0.04800","M","3","1203"
"Tlaxcala","Tetla de la Solidaridad","29031","29","31","3.46","11.60","2.24","0.91","2.01","28.66","1.43","29.60","51.81","-1.08300","MB","43","2117"
"Tlaxcala","Tetlatlahuca","29032","29","32","2.07","10.83","0.94","0.33","1.18","29.70","1.49","100.00","55.96","-0.84000","B","29","1927"
"Tlaxcala","Tlaxcala","29033","29","33","1.35","5.67","0.22","0.29","0.93","17.48","0.60","16.78","35.35","-1.68700","MB","60","2412"
"Tlaxcala","Tlaxco","29034","29","34","6.81","18.88","2.66","0.61","1.37","39.73","2.27","62.93","67.49","-0.43000","M","8","1551"
"Tlaxcala","Tocatlán","29035","29","35","3.27","11.54","0.67","0.53","0.09","33.53","1.52","0.44","49.42","-1.20700","MB","50","2200"
"Tlaxcala","Totolac","29036","29","36","1.55","6.56","0.43","0.25","0.80","22.00","0.78","66.11","33.47","-1.41800","MB","56","2302"
"Tlaxcala","Ziltlaltépec de Trinidad Sánchez Santos","29037","29","37","11.06","27.91","1.58","0.20","4.55","51.92","3.67","23.64","73.91","-0.06200","M","4","1217"
"Tlaxcala","Tzompantepec","29038","29","38","2.52","9.54","1.42","0.57","1.42","31.84","1.32","30.78","49.97","-1.13500","MB","46","2155"
"Tlaxcala","Xaloztoc","29039","29","39","3.38","11.86","2.42","0.51","0.80","36.33","1.17","53.19","56.61","-0.85400","B","30","1941"
"Tlaxcala","Xaltocan","29040","29","40","3.83","15.56","4.31","0.63","1.28","36.03","2.15","100.00","65.21","-0.46500","M","9","1588"
"Tlaxcala","Papalotla de Xicohténcatl","29041","29","41","3.12","10.33","0.74","0.33","1.28","29.61","4.02","14.92","52.88","-1.14500","MB","48","2164"
"Tlaxcala","Xicohtzinco","29042","29","42","1.85","7.98","0.70","0.18","0.69","23.60","1.69","0.00","44.86","-1.49800","MB","58","2343"
"Tlaxcala","Yauhquemehcan","29043","29","43","2.51","7.62","0.72","0.27","0.58","23.28","0.73","43.69","44.71","-1.33800","MB","55","2274"
"Tlaxcala","Zacatelco","29044","29","44","2.57","10.68","0.57","0.26","0.78","27.39","1.31","0.49","53.61","-1.29800","MB","54","2260"
"Tlaxcala","Benito Juárez","29045","29","45","5.56","15.34","0.60","0.26","0.10","40.13","0.84","0.23","46.42","-1.04500","B","41","2089"
"Tlaxcala","Emiliano Zapata","29046","29","46","7.71","20.80","2.00","0.55","0.68","51.77","2.24","100.00","77.85","0.03200","M","1","1141"
"Tlaxcala","Lázaro Cárdenas","29047","29","47","5.46","16.06","2.48","0.61","0.29","41.73","1.00","100.00","66.04","-0.38300","M","7","1518"
"Tlaxcala","La Magdalena Tlaltelulco","29048","29","48","2.71","11.78","1.57","0.32","0.97","37.11","2.98","0.00","52.20","-1.09500","MB","45","2130"
"Tlaxcala","San Damián Texóloc","29049","29","49","1.90","10.24","0.59","0.29","0.61","25.86","1.68","0.61","42.01","-1.44900","MB","57","2314"
"Tlaxcala","San Francisco Tetlanohcan","29050","29","50","5.21","13.70","1.38","0.28","0.83","38.09","3.87","0.22","59.97","-0.90400","B","33","1977"
"Tlaxcala","San Jerónimo Zacualpan","29051","29","51","2.33","9.59","0.35","0.93","1.60","25.03","2.00","100.00","42.31","-1.02900","B","37","2073"
"Tlaxcala","San José Teacalco","29052","29","52","7.44","19.84","2.60","0.68","0.44","39.83","1.22","4.93","59.61","-0.73300","B","23","1829"
"Tlaxcala","San Juan Huactzinco","29053","29","53","2.97","10.53","1.91","0.95","2.29","33.74","2.49","1.97","50.28","-1.13900","MB","47","2157"
"Tlaxcala","San Lorenzo Axocomanitla","29054","29","54","2.16","10.30","0.11","0.57","0.18","30.71","0.66","0.75","54.69","-1.26600","MB","53","2242"
"Tlaxcala","San Lucas Tecopilco","29055","29","55","4.58","14.87","2.08","1.31","0.96","28.84","5.83","100.00","53.94","-0.61500","B","16","1715"
"Tlaxcala","Santa Ana Nopalucan","29056","29","56","3.77","10.89","1.51","0.72","3.12","37.24","3.00","0.13","52.42","-1.04300","B","40","2086"
"Tlaxcala","Santa Apolonia Teacalco","29057","29","57","3.01","11.87","1.10","0.90","1.85","30.36","2.83","100.00","54.57","-0.74800","B","24","1844"
"Tlaxcala","Santa Catarina Ayometla","29058","29","58","6.14","15.50","0.59","0.36","0.08","30.27","2.00","0.00","59.32","-1.03000","B","38","2074"
"Tlaxcala","Santa Cruz Quilehtla","29059","29","59","3.79","13.73","0.31","0.29","0.52","33.73","1.68","100.00","69.37","-0.57500","B","14","1678"
"Tlaxcala","Santa Isabel Xiloxoxtla","29060","29","60","2.75","12.64","1.41","0.80","1.20","34.00","3.22","100.00","64.61","-0.58800","B","15","1688"
"Veracruz de Ignacio de la Llave","Total del estado Veracruz de Ignacio de la Llave","30000","30","0","9.51","25.04","1.53","1.62","13.39","32.03","6.84","46.20","49.68","1.14000","A","0","4"
"Veracruz de Ignacio de la Llave","Acajete","30001","30","1","10.56","31.94","1.94","2.28","2.03","45.21","4.25","100.00","61.24","0.13800","A","115","1047"
"Veracruz de Ignacio de la Llave","Acatlán","30002","30","2","7.45","30.64","0.22","0.99","0.54","41.64","0.16","100.00","76.03","-0.03200","M","134","1190"
"Veracruz de Ignacio de la Llave","Acayucan","30003","30","3","9.96","26.22","1.05","1.47","15.34","33.15","6.90","39.23","59.19","-0.26300","M","156","1405"
"Veracruz de Ignacio de la Llave","Actopan","30004","30","4","12.04","35.99","1.31","0.50","0.66","24.94","2.29","100.00","62.62","-0.18100","M","150","1329"
"Veracruz de Ignacio de la Llave","Acula","30005","30","5","17.31","37.88","7.35","0.77","21.05","27.20","2.56","100.00","66.35","0.35800","A","94","839"
"Veracruz de Ignacio de la Llave","Acultzingo","30006","30","6","13.41","32.30","3.40","1.93","31.48","48.25","16.87","66.43","59.57","0.67000","A","55","593"
"Veracruz de Ignacio de la Llave","Camarón de Tejeda","30007","30","7","9.15","42.29","11.52","1.81","2.52","29.38","3.91","100.00","72.73","0.26100","A","103","932"
"Veracruz de Ignacio de la Llave","Alpatláhuac","30008","30","8","21.24","44.37","0.94","3.51","16.08","41.94","8.96","100.00","77.82","0.97100","A","40","406"
"Veracruz de Ignacio de la Llave","Alto Lucero de Gutiérrez Barrios","30009","30","9","16.08","40.28","1.18","0.61","0.89","24.43","1.27","100.00","64.43","-0.02200","M","132","1181"
"Veracruz de Ignacio de la Llave","Altotonga","30010","30","10","15.22","36.86","0.93","1.34","6.08","47.56","10.19","67.35","66.57","0.39300","A","90","808"
"Veracruz de Ignacio de la Llave","Alvarado","30011","30","11","9.81","25.33","2.09","1.05","12.92","23.84","2.68","43.93","45.21","-0.64600","B","184","1743"
"Veracruz de Ignacio de la Llave","Amatitlán","30012","30","12","16.40","37.19","6.99","0.39","25.03","22.29","2.67","100.00","56.00","0.17700","A","111","1012"
"Veracruz de Ignacio de la Llave","Naranjos Amatlán","30013","30","13","4.65","17.55","0.41","0.93","11.94","25.69","4.15","27.14","47.50","-0.92000","B","194","1988"
"Veracruz de Ignacio de la Llave","Amatlán de los Reyes","30014","30","14","5.48","21.80","2.11","0.97","10.40","31.02","6.96","65.59","57.96","-0.43400","M","169","1558"
"Veracruz de Ignacio de la Llave","Angel R. Cabada","30015","30","15","15.21","38.88","3.87","2.97","10.12","25.22","3.44","64.11","64.98","0.07300","M","128","1106"
"Veracruz de Ignacio de la Llave","La Antigua","30016","30","16","3.94","19.57","0.54","0.06","0.53","27.35","1.41","25.13","36.38","-1.19800","MB","203","2197"
"Veracruz de Ignacio de la Llave","Apazapan","30017","30","17","7.43","28.11","1.70","0.60","2.60","22.77","3.89","100.00","55.40","-0.46000","M","171","1583"
"Veracruz de Ignacio de la Llave","Aquila","30018","30","18","26.45","46.90","9.30","3.69","8.94","60.16","11.59","100.00","83.94","1.56600","MA","16","151"
"Veracruz de Ignacio de la Llave","Astacinga","30019","30","19","32.52","49.95","1.15","1.41","14.19","45.29","19.89","100.00","68.34","1.39900","MA","24","215"
"Veracruz de Ignacio de la Llave","Atlahuilco","30020","30","20","31.28","48.98","1.51","0.63","32.98","57.26","25.17","100.00","76.45","1.89100","MA","7","93"
"Veracruz de Ignacio de la Llave","Atoyac","30021","30","21","7.69","25.73","1.76","1.08","17.34","32.92","4.71","37.84","66.68","-0.28600","M","157","1426"
"Veracruz de Ignacio de la Llave","Atzacan","30022","30","22","15.41","32.25","1.45","2.16","8.42","50.71","11.85","55.41","73.25","0.48000","A","81","740"
"Veracruz de Ignacio de la Llave","Atzalan","30023","30","23","17.87","42.91","2.29","2.83","7.60","45.48","9.00","100.00","75.98","0.81000","A","45","484"
"Veracruz de Ignacio de la Llave","Tlaltetela","30024","30","24","16.99","45.66","4.96","1.32","4.05","35.88","3.09","100.00","75.92","0.51900","A","68","691"
"Veracruz de Ignacio de la Llave","Ayahualulco","30025","30","25","35.89","58.39","0.75","1.80","1.22","51.87","9.91","100.00","75.49","1.46400","MA","21","192"
"Veracruz de Ignacio de la Llave","Banderilla","30026","30","26","4.81","15.12","0.19","0.22","2.87","31.02","1.00","8.80","38.15","-1.22500","MB","204","2211"
"Veracruz de Ignacio de la Llave","Benito Juárez","30027","30","27","21.63","37.10","1.14","5.20","33.73","32.99","10.64","100.00","68.18","0.91700","A","42","433"
"Veracruz de Ignacio de la Llave","Boca del Río","30028","30","28","2.76","10.98","0.08","0.03","0.70","19.34","0.65","1.16","24.02","-1.72200","MB","212","2419"
"Veracruz de Ignacio de la Llave","Calcahualco","30029","30","29","27.44","51.29","0.76","2.70","6.51","53.20","6.76","100.00","77.49","1.22000","A","28","286"
"Veracruz de Ignacio de la Llave","Camerino Z. Mendoza","30030","30","30","8.38","19.77","7.18","0.66","12.74","30.78","14.72","14.69","52.48","-0.42600","M","168","1548"
"Veracruz de Ignacio de la Llave","Carrillo Puerto","30031","30","31","16.74","42.80","13.56","2.64","5.35","37.24","4.67","100.00","81.04","0.74800","A","50","525"
"Veracruz de Ignacio de la Llave","Catemaco","30032","30","32","15.39","34.60","0.81","2.08","4.43","29.14","15.61","43.17","67.60","0.10700","A","124","1076"
"Veracruz de Ignacio de la Llave","Cazones de Herrera","30033","30","33","12.57","31.93","1.13","2.21","36.70","35.54","7.09","100.00","67.07","0.50400","A","74","717"
"Veracruz de Ignacio de la Llave","Cerro Azul","30034","30","34","4.77","15.40","0.47","0.51","2.16","26.85","2.43","13.69","41.77","-1.19600","MB","202","2194"
"Veracruz de Ignacio de la Llave","Citlaltépetl","30035","30","35","16.31","36.89","4.84","3.26","4.58","30.10","14.25","54.84","72.49","0.34800","A","97","847"
"Veracruz de Ignacio de la Llave","Coacoatzintla","30036","30","36","14.62","35.50","0.76","2.85","5.69","51.84","5.16","27.45","67.71","0.22700","A","107","969"
"Veracruz de Ignacio de la Llave","Coahuitlán","30037","30","37","26.49","49.07","1.19","3.89","9.22","53.89","9.47","100.00","82.12","1.34700","MA","25","234"
"Veracruz de Ignacio de la Llave","Coatepec","30038","30","38","6.86","20.17","0.23","0.71","0.75","26.69","2.48","29.47","40.36","-1.03200","B","199","2078"
"Veracruz de Ignacio de la Llave","Coatzacoalcos","30039","30","39","4.15","14.02","0.16","0.33","2.95","29.20","0.83","4.01","29.95","-1.38300","MB","206","2289"
"Veracruz de Ignacio de la Llave","Coatzintla","30040","30","40","6.43","16.86","0.44","1.15","9.81","30.57","10.45","29.61","33.62","-0.83400","B","191","1920"
"Veracruz de Ignacio de la Llave","Coetzala","30041","30","41","15.87","39.45","1.57","2.46","36.54","43.23","16.66","100.00","71.93","1.06500","A","32","363"
"Veracruz de Ignacio de la Llave","Colipa","30042","30","42","12.32","38.99","10.52","3.71","12.54","35.31","5.50","100.00","68.06","0.51800","A","69","693"
"Veracruz de Ignacio de la Llave","Comapa","30043","30","43","17.86","46.50","9.70","2.92","22.90","38.78","5.03","100.00","77.73","0.97700","A","39","402"
"Veracruz de Ignacio de la Llave","Córdoba","30044","30","44","4.54","11.77","0.25","0.61","6.79","30.48","3.89","18.55","46.51","-1.06300","B","201","2103"
"Veracruz de Ignacio de la Llave","Cosamaloapan de Carpio","30045","30","45","9.73","25.54","2.37","1.22","8.86","25.63","5.43","46.70","48.99","-0.55100","B","179","1658"
"Veracruz de Ignacio de la Llave","Cosautlán de Carvajal","30046","30","46","15.41","43.73","1.91","1.44","2.45","38.66","5.37","100.00","75.97","0.48200","A","78","736"
